user_id,subscription_type,country,avg_daily_minutes,number_of_playlists,top_genre,skips_per_day,support_tickets,days_since_last_login,churned
user_952,Free,PK,82.9,0,Rock,3,0,15,0
user_953,Premium,FR,112.9,6,Rock,6,1,18,0
user_954,Premium,BR,128.0,1,Electronic,1,0,0,0
user_955,Premium,DE,90.3,4,Rock,2,0,16,0
user_956,Premium,IN,86.6,4,Country,7,0,19,0
user_957,Premium,BR,132.2,6,Classical,6,0,29,0
user_958,Premium,BR,95.2,2,Hip-Hop,8,0,6,0
user_959,Premium,RU,124.8,9,Country,3,0,16,1
user_960,Premium,PK,98.2,4,Hip-Hop,6,0,10,0
user_961,Free,PK,81.9,3,Country,4,0,19,0
user_962,Free,CA,70.2,2,Jazz,2,1,13,0
user_963,Premium,UK,85.7,6,Electronic,4,0,0,0
user_964,Free,DE,62.2,1,Jazz,10,0,18,1
user_965,Premium,FR,86.4,4,Rock,5,0,2,0
user_966,Premium,RU,156.9,5,Hip-Hop,10,0,9,0
user_967,Free,CA,98.3,1,Hip-Hop,6,1,1,1
user_968,Free,IN,85.2,2,Classical,7,0,11,0
user_969,Premium,DE,146.2,4,Classical,3,0,5,0
user_970,Free,IN,70.0,2,Jazz,5,1,9,1
user_971,Premium,PK,92.5,3,Classical,4,0,14,0
user_972,Free,PK,69.2,0,Country,4,0,0,0
user_973,Premium,US,132.7,5,Rock,0,1,4,0
user_974,Premium,BR,80.5,0,Electronic,7,0,21,0
user_975,Premium,FR,217.3,9,Hip-Hop,4,0,10,0
user_976,Premium,RU,116.8,1,Rock,10,0,5,0
user_977,Premium,FR,101.3,6,Hip-Hop,6,0,5,0
user_978,Premium,BR,152.1,1,Pop,4,0,13,0
user_979,Premium,IN,59.4,5,Country,7,0,4,0
user_980,Free,RU,56.3,0,Classical,3,0,0,0
user_981,Free,CA,38.6,3,Rock,5,0,5,0
user_982,Premium,RU,125.0,5,Electronic,1,0,4,0
user_983,Premium,CA,162.9,2,Electronic,3,0,0,0
user_984,Premium,IN,129.9,4,Country,3,0,16,0
user_985,Premium,UK,99.2,1,Rock,5,0,19,1
user_986,Free,BR,121.3,1,Classical,9,0,44,0
user_987,Premium,UK,129.7,4,Pop,2,0,7,0
user_988,Premium,AU,144.7,5,Hip-Hop,3,0,4,0
user_989,Premium,IN,139.9,3,Rock,8,0,0,0
user_990,Free,CA,45.1,0,Country,2,1,2,0
user_991,Premium,PK,66.9,5,Hip-Hop,0,0,20,1
user_992,Premium,PK,83.1,4,Rock,7,0,4,0
user_993,Premium,RU,115.5,4,Jazz,1,0,1,0
user_994,Free,CA,24.8,1,Jazz,5,0,10,0
user_995,Premium,CA,125.4,7,Jazz,6,0,1,0
user_996,Free,IN,47.6,5,Hip-Hop,5,0,27,1
user_997,Premium,BR,115.1,5,Country,2,0,4,0
user_998,Premium,FR,89.5,6,Classical,0,0,1,0
user_999,Free,AU,33.2,3,Classical,5,0,15,1
user_1000,Premium,AU,60.9,6,Country,8,0,1,0
